PNG File,Block State,Block Name
cave_vines_lit.png,cave_vines,cave_vines
cave_vines_plant.png,cave_vines_plant,cave_vines_plant
cave_vines_plant_lit.png,cave_vines_plant,cave_vines_plant
chain.png,chain,chain
chain_command_block_back.png,chain_command_block,chain_command_block
chain_command_block_conditional.png,chain_command_block,chain_command_block
chain_command_block_front.png,chain_command_block,chain_command_block
chain_command_block_side.png,chain_command_block,chain_command_block
cherry_door_bottom.png,cherry_door,cherry_door
cherry_door_top.png,cherry_door,cherry_door
cherry_leaves.png,cherry_leaves,cherry_leaves
cherry_log.png,cherry_log,cherry_log
cherry_log_top.png,cherry_log,cherry_log
cherry_planks.png,cherry_planks,cherry_planks
cherry_sapling.png,cherry_sapling,cherry_sapling
cherry_trapdoor.png,cherry_trapdoor,cherry_trapdoor
chipped_anvil_top.png,chipped_anvil,chipped_anvil
chiseled_bookshelf_empty.png,chiseled_bookshelf,chiseled_bookshelf
chiseled_bookshelf_occupied.png,chiseled_bookshelf,chiseled_bookshelf
chiseled_bookshelf_side.png,chiseled_bookshelf,chiseled_bookshelf
chiseled_bookshelf_top.png,chiseled_bookshelf,chiseled_bookshelf
chiseled_copper.png,chiseled_copper,chiseled_copper
chiseled_deepslate.png,chiseled_deepslate,chiseled_deepslate
chiseled_nether_bricks.png,chiseled_nether_bricks,chiseled_nether_bricks
chiseled_polished_blackstone.png,chiseled_polished_blackstone,chiseled_polished_blackstone
chiseled_quartz_block.png,chiseled_quartz_block,chiseled_quartz_block
chiseled_quartz_block_top.png,chiseled_quartz_block,chiseled_quartz_block
chiseled_red_sandstone.png,chiseled_red_sandstone,chiseled_red_sandstone
chiseled_sandstone.png,chiseled_sandstone,chiseled_sandstone
chiseled_stone_bricks.png,chiseled_stone_bricks,chiseled_stone_bricks
chiseled_tuff.png,chiseled_tuff,chiseled_tuff
chiseled_tuff_bricks.png,chiseled_tuff_bricks,chiseled_tuff_bricks
chiseled_tuff_bricks_top.png,chiseled_tuff_bricks,chiseled_tuff_bricks
chiseled_tuff_top.png,chiseled_tuff,chiseled_tuff
chorus_flower.png,chorus_flower,chorus_flower
chorus_flower_dead.png,chorus_flower,chorus_flower
chorus_plant.png,chorus_plant,chorus_plant
clay.png,clay,clay
coal_block.png,coal_block,coal_block
coal_ore.png,coal_ore,coal_ore
coarse_dirt.png,coarse_dirt,coarse_dirt
cobbled_deepslate.png,cobbled_deepslate,cobbled_deepslate
cobblestone.png,cobblestone,cobblestone
cobweb.png,cobweb,cobweb
cocoa_stage0.png,cocoa,cocoa
cocoa_stage1.png,cocoa,cocoa
cocoa_stage2.png,cocoa,cocoa
command_block_back.png,command_block,command_block
command_block_conditional.png,command_block,command_block
command_block_front.png,command_block,command_block
command_block_side.png,command_block,command_block
comparator.png,comparator,comparator
comparator_on.png,comparator,comparator
composter_bottom.png,composter,composter
composter_compost.png,composter,composter
composter_ready.png,composter,composter
composter_side.png,composter,composter
composter_top.png,composter,composter
conduit.png,conduit,conduit
copper_block.png,copper_block,copper_block
copper_bulb.png,copper_bulb,copper_bulb
copper_bulb_lit.png,copper_bulb,copper_bulb
copper_bulb_lit_powered.png,copper_bulb,copper_bulb
copper_bulb_powered.png,copper_bulb,copper_bulb
copper_door_bottom.png,copper_door,copper_door
copper_door_top.png,copper_door,copper_door
copper_grate.png,copper_grate,copper_grate
copper_ore.png,copper_ore,copper_ore
copper_trapdoor.png,copper_trapdoor,copper_trapdoor
cornflower.png,cornflower,cornflower
cracked_deepslate_bricks.png,cracked_deepslate_bricks,cracked_deepslate_bricks
cracked_deepslate_tiles.png,cracked_deepslate_tiles,cracked_deepslate_tiles
cracked_nether_bricks.png,cracked_nether_bricks,cracked_nether_bricks
cracked_polished_blackstone_bricks.png,cracked_polished_blackstone_bricks,cracked_polished_blackstone_bricks
cracked_stone_bricks.png,cracked_stone_bricks,cracked_stone_bricks
crafter_bottom.png,crafter,crafter
crafter_east.png,crafter,crafter
crafter_east_crafting.png,crafter,crafter
crafter_east_triggered.png,crafter,crafter
crafter_north.png,crafter,crafter
crafter_north_crafting.png,crafter,crafter
crafter_south.png,crafter,crafter
crafter_south_triggered.png,crafter,crafter
crafter_top.png,crafter,crafter
crafter_top_crafting.png,crafter,crafter
crafter_top_triggered.png,crafter,crafter
crafter_west.png,crafter,crafter
crafter_west_crafting.png,crafter,crafter
crafter_west_triggered.png,crafter,crafter
crafting_table_front.png,crafting_table,crafting_table
crafting_table_side.png,crafting_table,crafting_table
crafting_table_top.png,crafting_table,crafting_table
crimson_door_bottom.png,crimson_door,crimson_door
crimson_door_top.png,crimson_door,crimson_door
crimson_fungus.png,crimson_fungus,crimson_fungus
crimson_nylium.png,crimson_nylium,crimson_nylium
crimson_nylium_side.png,crimson_nylium,crimson_nylium
crimson_planks.png,crimson_planks,crimson_planks
crimson_roots.png,crimson_roots,crimson_roots
crimson_roots_pot.png,crimson_roots,crimson_roots
crimson_stem.png,crimson_stem,crimson_stem
crimson_stem_top.png,crimson_stem,crimson_stem
crimson_trapdoor.png,crimson_trapdoor,crimson_trapdoor
crying_obsidian.png,crying_obsidian,crying_obsidian
cut_copper.png,cut_copper,cut_copper
cut_red_sandstone.png,cut_red_sandstone,cut_red_sandstone
cut_sandstone.png,cut_sandstone,cut_sandstone
cyan_candle.png,cyan_candle,cyan_candle
cyan_candle_lit.png,cyan_candle,cyan_candle
cyan_concrete.png,cyan_concrete,cyan_concrete
cyan_concrete_powder.png,cyan_concrete_powder,cyan_concrete_powder
cyan_glazed_terracotta.png,cyan_glazed_terracotta,cyan_glazed_terracotta
cyan_shulker_box.png,cyan_shulker_box,cyan_shulker_box
cyan_stained_glass.png,cyan_stained_glass,cyan_stained_glass
cyan_stained_glass_pane_top.png,cyan_stained_glass_pane,cyan_stained_glass_pane
cyan_terracotta.png,cyan_terracotta,cyan_terracotta
cyan_wool.png,cyan_wool,cyan_wool
damaged_anvil_top.png,damaged_anvil,damaged_anvil
dandelion.png,dandelion,dandelion
dark_oak_door_bottom.png,dark_oak_door,dark_oak_door
dark_oak_door_top.png,dark_oak_door,dark_oak_door
dark_oak_leaves.png,dark_oak_leaves,dark_oak_leaves
dark_oak_log.png,dark_oak_log,dark_oak_log
dark_oak_log_top.png,dark_oak_log,dark_oak_log
dark_oak_planks.png,dark_oak_planks,dark_oak_planks
dark_oak_sapling.png,dark_oak_sapling,dark_oak_sapling
dark_oak_trapdoor.png,dark_oak_trapdoor,dark_oak_trapdoor
dark_prismarine.png,dark_prismarine,dark_prismarine
daylight_detector_inverted_top.png,daylight_detector,daylight_detector
daylight_detector_side.png,daylight_detector,daylight_detector
daylight_detector_top.png,daylight_detector,daylight_detector
dead_brain_coral.png,dead_brain_coral,dead_brain_coral
dead_brain_coral_block.png,dead_brain_coral_block,dead_brain_coral_block
dead_brain_coral_fan.png,dead_brain_coral_fan,dead_brain_coral_fan
dead_bubble_coral.png,dead_bubble_coral,dead_bubble_coral
dead_bubble_coral_block.png,dead_bubble_coral_block,dead_bubble_coral_block
dead_bubble_coral_fan.png,dead_bubble_coral_fan,dead_bubble_coral_fan
dead_bush.png,dead_bush,dead_bush
dead_fire_coral.png,dead_fire_coral,dead_fire_coral
dead_fire_coral_block.png,dead_fire_coral_block,dead_fire_coral_block
dead_fire_coral_fan.png,dead_fire_coral_fan,dead_fire_coral_fan
dead_horn_coral.png,dead_horn_coral,dead_horn_coral
dead_horn_coral_block.png,dead_horn_coral_block,dead_horn_coral_block
dead_horn_coral_fan.png,dead_horn_coral_fan,dead_horn_coral_fan
dead_tube_coral.png,dead_tube_coral,dead_tube_coral
dead_tube_coral_block.png,dead_tube_coral_block,dead_tube_coral_block
dead_tube_coral_fan.png,dead_tube_coral_fan,dead_tube_coral_fan
deepslate.png,deepslate,deepslate
deepslate_bricks.png,deepslate_bricks,deepslate_bricks
deepslate_coal_ore.png,deepslate_coal_ore,deepslate_coal_ore
deepslate_copper_ore.png,deepslate_copper_ore,deepslate_copper_ore
deepslate_diamond_ore.png,deepslate_diamond_ore,deepslate_diamond_ore
deepslate_emerald_ore.png,deepslate_emerald_ore,deepslate_emerald_ore
deepslate_gold_ore.png,deepslate_gold_ore,deepslate_gold_ore
deepslate_iron_ore.png,deepslate_iron_ore,deepslate_iron_ore
deepslate_lapis_ore.png,deepslate_lapis_ore,deepslate_lapis_ore
deepslate_redstone_ore.png,deepslate_redstone_ore,deepslate_redstone_ore
deepslate_tiles.png,deepslate_tiles,deepslate_tiles
deepslate_top.png,deepslate,deepslate
detector_rail.png,detector_rail,detector_rail
detector_rail_on.png,detector_rail,detector_rail
diamond_block.png,diamond_block,diamond_block
diamond_ore.png,diamond_ore,diamond_ore
diorite.png,diorite,diorite
dirt.png,dirt,dirt
dirt_path_side.png,dirt_path,dirt_path
dirt_path_top.png,dirt_path,dirt_path
dispenser_front.png,dispenser,dispenser
dispenser_front_vertical.png,dispenser,dispenser
dragon_egg.png,dragon_egg,dragon_egg
dripstone_block.png,dripstone_block,dripstone_block
dropper_front.png,dropper,dropper
dropper_front_vertical.png,dropper,dropper
emerald_block.png,emerald_block,emerald_block
emerald_ore.png,emerald_ore,emerald_ore
enchanting_table_bottom.png,enchanting_table,enchanting_table
enchanting_table_side.png,enchanting_table,enchanting_table
enchanting_table_top.png,enchanting_table,enchanting_table
end_portal_frame_eye.png,end_portal_frame,end_portal_frame
end_portal_frame_side.png,end_portal_frame,end_portal_frame
end_portal_frame_top.png,end_portal_frame,end_portal_frame
end_rod.png,end_rod,end_rod
end_stone.png,end_stone,end_stone
end_stone_bricks.png,end_stone_bricks,end_stone_bricks
exposed_chiseled_copper.png,exposed_chiseled_copper,exposed_chiseled_copper
exposed_copper.png,exposed_copper,exposed_copper
exposed_copper_bulb.png,exposed_copper_bulb,exposed_copper_bulb
exposed_copper_bulb_lit.png,exposed_copper_bulb,exposed_copper_bulb
exposed_copper_bulb_lit_powered.png,exposed_copper_bulb,exposed_copper_bulb
exposed_copper_bulb_powered.png,exposed_copper_bulb,exposed_copper_bulb
exposed_copper_door_bottom.png,exposed_copper_door,exposed_copper_door
exposed_copper_door_top.png,exposed_copper_door,exposed_copper_door
exposed_copper_grate.png,exposed_copper_grate,exposed_copper_grate
exposed_copper_trapdoor.png,exposed_copper_trapdoor,exposed_copper_trapdoor
exposed_cut_copper.png,exposed_cut_copper,exposed_cut_copper
farmland.png,farmland,farmland
farmland_moist.png,farmland,farmland
fern.png,fern,fern
fire_0.png,fire,fire
fire_1.png,fire,fire
fire_coral.png,fire_coral,fire_coral
fire_coral_block.png,fire_coral_block,fire_coral_block
fire_coral_fan.png,fire_coral_fan,fire_coral_fan
fletching_table_front.png,fletching_table,fletching_table
fletching_table_side.png,fletching_table,fletching_table
fletching_table_top.png,fletching_table,fletching_table
flower_pot.png,flower_pot,flower_pot
flowering_azalea_leaves.png,flowering_azalea_leaves,flowering_azalea_leaves
flowering_azalea_side.png,flowering_azalea,flowering_azalea
flowering_azalea_top.png,flowering_azalea,flowering_azalea
frogspawn.png,frogspawn,frogspawn
frosted_ice_0.png,frosted_ice,frosted_ice
frosted_ice_1.png,frosted_ice,frosted_ice
frosted_ice_2.png,frosted_ice,frosted_ice
frosted_ice_3.png,frosted_ice,frosted_ice
furnace_front.png,furnace,furnace
furnace_front_on.png,furnace,furnace
furnace_side.png,furnace,furnace
furnace_top.png,furnace,furnace
gilded_blackstone.png,gilded_blackstone,gilded_blackstone
glass.png,glass,glass
glass_pane_top.png,glass_pane,glass_pane
glow_lichen.png,glow_lichen,glow_lichen
glowstone.png,glowstone,glowstone
gold_block.png,gold_block,gold_block
gold_ore.png,gold_ore,gold_ore
granite.png,granite,granite
grass_block_side.png,grass_block,grass_block
grass_block_side_overlay.png,grass_block,grass_block
grass_block_snow.png,grass_block,grass_block
grass_block_top.png,grass_block,grass_block
gravel.png,gravel,gravel
gray_candle.png,gray_candle,gray_candle
gray_candle_lit.png,gray_candle,gray_candle
gray_concrete.png,gray_concrete,gray_concrete
gray_concrete_powder.png,gray_concrete_powder,gray_concrete_powder
gray_glazed_terracotta.png,gray_glazed_terracotta,gray_glazed_terracotta
gray_shulker_box.png,gray_shulker_box,gray_shulker_box
gray_stained_glass.png,gray_stained_glass,gray_stained_glass
gray_stained_glass_pane_top.png,gray_stained_glass_pane,gray_stained_glass_pane
gray_terracotta.png,gray_terracotta,gray_terracotta
gray_wool.png,gray_wool,gray_wool
green_candle.png,green_candle,green_candle
green_candle_lit.png,green_candle,green_candle
green_concrete.png,green_concrete,green_concrete
green_concrete_powder.png,green_concrete_powder,green_concrete_powder
green_glazed_terracotta.png,green_glazed_terracotta,green_glazed_terracotta
green_shulker_box.png,green_shulker_box,green_shulker_box
green_stained_glass.png,green_stained_glass,green_stained_glass
green_stained_glass_pane_top.png,green_stained_glass_pane,green_stained_glass_pane
green_terracotta.png,green_terracotta,green_terracotta
green_wool.png,green_wool,green_wool
grindstone_pivot.png,grindstone,grindstone
grindstone_round.png,grindstone,grindstone
grindstone_side.png,grindstone,grindstone
hanging_roots.png,hanging_roots,hanging_roots
hay_block_side.png,hay_block,hay_block
hay_block_top.png,hay_block,hay_block
heavy_core.png,heavy_core,heavy_core
honey_block_bottom.png,honey_block,honey_block
honey_block_side.png,honey_block,honey_block
honey_block_top.png,honey_block,honey_block
honeycomb_block.png,honeycomb_block,honeycomb_block
hopper_inside.png,hopper,hopper
hopper_outside.png,hopper,hopper
hopper_top.png,hopper,hopper
horn_coral.png,horn_coral,horn_coral
horn_coral_block.png,horn_coral_block,horn_coral_block
horn_coral_fan.png,horn_coral_fan,horn_coral_fan
ice.png,ice,ice
iron_bars.png,iron_bars,iron_bars
iron_block.png,iron_block,iron_block
iron_door_bottom.png,iron_door,iron_door
iron_door_top.png,iron_door,iron_door
iron_ore.png,iron_ore,iron_ore
iron_trapdoor.png,iron_trapdoor,iron_trapdoor
jack_o_lantern.png,jack_o_lantern,jack_o_lantern
jigsaw_bottom.png,jigsaw,jigsaw
jigsaw_lock.png,jigsaw,jigsaw
jigsaw_side.png,jigsaw,jigsaw
jigsaw_top.png,jigsaw,jigsaw
jukebox_side.png,jukebox,jukebox
jukebox_top.png,jukebox,jukebox
jungle_door_bottom.png,jungle_door,jungle_door
jungle_door_top.png,jungle_door,jungle_door
jungle_leaves.png,jungle_leaves,jungle_leaves
jungle_log.png,jungle_log,jungle_log
jungle_log_top.png,jungle_log,jungle_log
jungle_planks.png,jungle_planks,jungle_planks
jungle_sapling.png,jungle_sapling,jungle_sapling
jungle_trapdoor.png,jungle_trapdoor,jungle_trapdoor
kelp.png,kelp,kelp
kelp_plant.png,kelp_plant,kelp_plant
ladder.png,ladder,ladder
lantern.png,lantern,lantern
lapis_block.png,lapis_block,lapis_block
lapis_ore.png,lapis_ore,lapis_ore
large_amethyst_bud.png,large_amethyst_bud,large_amethyst_bud
large_fern_bottom.png,large_fern,large_fern
large_fern_top.png,large_fern,large_fern
lava_flow.png,lava,lava
lava_still.png,lava,lava
lectern_base.png,lectern,lectern
lectern_front.png,lectern,lectern
lectern_sides.png,lectern,lectern
lectern_top.png,lectern,lectern
lever.png,lever,lever
light_blue_candle.png,light_blue_candle,light_blue_candle
light_blue_candle_lit.png,light_blue_candle,light_blue_candle
light_blue_concrete.png,light_blue_concrete,light_blue_concrete
light_blue_concrete_powder.png,light_blue_concrete_powder,light_blue_concrete_powder
light_blue_glazed_terracotta.png,light_blue_glazed_terracotta,light_blue_glazed_terracotta
light_blue_shulker_box.png,light_blue_shulker_box,light_blue_shulker_box
light_blue_stained_glass.png,light_blue_stained_glass,light_blue_stained_glass
light_blue_stained_glass_pane_top.png,light_blue_stained_glass_pane,light_blue_stained_glass_pane
light_blue_terracotta.png,light_blue_terracotta,light_blue_terracotta
light_blue_wool.png,light_blue_wool,light_blue_wool
light_gray_candle.png,light_gray_candle,light_gray_candle
light_gray_candle_lit.png,light_gray_candle,light_gray_candle
light_gray_concrete.png,light_gray_concrete,light_gray_concrete
light_gray_concrete_powder.png,light_gray_concrete_powder,light_gray_concrete_powder
light_gray_glazed_terracotta.png,light_gray_glazed_terracotta,light_gray_glazed_terracotta
light_gray_shulker_box.png,light_gray_shulker_box,light_gray_shulker_box
light_gray_stained_glass.png,light_gray_stained_glass,light_gray_stained_glass
light_gray_stained_glass_pane_top.png,light_gray_stained_glass_pane,light_gray_stained_glass_pane
light_gray_terracotta.png,light_gray_terracotta,light_gray_terracotta
light_gray_wool.png,light_gray_wool,light_gray_wool
lightning_rod.png,lightning_rod,lightning_rod
lightning_rod_on.png,lightning_rod,lightning_rod
lilac_bottom.png,lilac,lilac
lilac_top.png,lilac,lilac
lily_of_the_valley.png,lily_of_the_valley,lily_of_the_valley
lily_pad.png,lily_pad,lily_pad
lime_candle.png,lime_candle,lime_candle
lime_candle_lit.png,lime_candle,lime_candle
lime_concrete.png,lime_concrete,lime_concrete
lime_concrete_powder.png,lime_concrete_powder,lime_concrete_powder
lime_glazed_terracotta.png,lime_glazed_terracotta,lime_glazed_terracotta
lime_shulker_box.png,lime_shulker_box,lime_shulker_box
lime_stained_glass.png,lime_stained_glass,lime_stained_glass
lime_stained_glass_pane_top.png,lime_stained_glass_pane,lime_stained_glass_pane
lime_terracotta.png,lime_terracotta,lime_terracotta
lime_wool.png,lime_wool,lime_wool
lodestone_side.png,lodestone,lodestone
lodestone_top.png,lodestone,lodestone
loom_bottom.png,loom,loom
loom_front.png,loom,loom
loom_side.png,loom,loom
loom_top.png,loom,loom
magenta_candle.png,magenta_candle,magenta_candle
magenta_candle_lit.png,magenta_candle,magenta_candle
magenta_concrete.png,magenta_concrete,magenta_concrete
magenta_concrete_powder.png,magenta_concrete_powder,magenta_concrete_powder
magenta_glazed_terracotta.png,magenta_glazed_terracotta,magenta_glazed_terracotta
magenta_shulker_box.png,magenta_shulker_box,magenta_shulker_box
magenta_stained_glass.png,magenta_stained_glass,magenta_stained_glass
magenta_stained_glass_pane_top.png,magenta_stained_glass_pane,magenta_stained_glass_pane
magenta_terracotta.png,magenta_terracotta,magenta_terracotta
magenta_wool.png,magenta_wool,magenta_wool
mangrove_door_bottom.png,mangrove_door,mangrove_door
mangrove_door_top.png,mangrove_door,mangrove_door
mangrove_leaves.png,mangrove_leaves,mangrove_leaves
mangrove_log.png,mangrove_log,mangrove_log
mangrove_log_top.png,mangrove_log,mangrove_log
mangrove_planks.png,mangrove_planks,mangrove_planks
mangrove_propagule.png,mangrove_propagule,mangrove_propagule
mangrove_propagule_hanging.png,mangrove_propagule,mangrove_propagule
mangrove_roots_side.png,mangrove_roots,mangrove_roots
mangrove_roots_top.png,mangrove_roots,mangrove_roots
mangrove_trapdoor.png,mangrove_trapdoor,mangrove_trapdoor
medium_amethyst_bud.png,medium_amethyst_bud,medium_amethyst_bud
melon_side.png,melon,melon
melon_stem.png,melon_stem,melon_stem
melon_top.png,melon,melon
moss_block.png,moss_block,moss_block
mossy_cobblestone.png,mossy_cobblestone,mossy_cobblestone
mossy_stone_bricks.png,mossy_stone_bricks,mossy_stone_bricks
mud.png,mud,mud
mud_bricks.png,mud_bricks,mud_bricks
muddy_mangrove_roots_side.png,muddy_mangrove_roots,muddy_mangrove_roots
muddy_mangrove_roots_top.png,muddy_mangrove_roots,muddy_mangrove_roots
mushroom_stem.png,mushroom_stem,mushroom_stem
mycelium_side.png,mycelium,mycelium
mycelium_top.png,mycelium,mycelium
nether_bricks.png,nether_bricks,nether_bricks
nether_gold_ore.png,nether_gold_ore,nether_gold_ore
nether_portal.png,nether_portal,nether_portal
nether_quartz_ore.png,nether_quartz_ore,nether_quartz_ore
nether_sprouts.png,nether_sprouts,nether_sprouts
nether_wart_block.png,nether_wart_block,nether_wart_block
nether_wart_stage0.png,nether_wart,nether_wart
nether_wart_stage1.png,nether_wart,nether_wart
nether_wart_stage2.png,nether_wart,nether_wart
netherite_block.png,netherite_block,netherite_block
netherrack.png,netherrack,netherrack
note_block.png,note_block,note_block
oak_door_bottom.png,oak_door,oak_door
oak_door_top.png,oak_door,oak_door
oak_leaves.png,oak_leaves,oak_leaves
oak_log.png,oak_log,oak_log
oak_log_top.png,oak_log,oak_log
oak_planks.png,oak_planks,oak_planks
oak_sapling.png,oak_sapling,oak_sapling
oak_trapdoor.png,oak_trapdoor,oak_trapdoor
observer_back.png,observer,observer
observer_back_on.png,observer,observer
observer_front.png,observer,observer
observer_side.png,observer,observer
observer_top.png,observer,observer
